model,accuracy,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp,timestamp
xgboost,0.8745009724639164,0.7966915688367129,0.6385799828913601,0.7089268755935423,0.9289808697962516,0.8317567931924792,7050,381,845,1493,2025-11-23T06:33:11.330187
